name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source
"PIED DE BORNE",,,,,FR,109.4,Hydro,Reservoir,,,,44.47198,3.98867,17W100P100P0289W,"Renewable energy",Hydro,,,,RTE
POUGET,,,,,FR,446.9,Hydro,Reservoir,,,,43.65604,3.40178,17W100P100P0290A,"Renewable energy",Hydro,,,,RTE
PRAGNERES,,,,,FR,189.2,Hydro,Reservoir,,,,42.8211,0.01033,17W100P100P02918,"Renewable energy",Hydro,,,,RTE
"SAINT CHAMAS",,,,,FR,159,Hydro,Reservoir,,,,43.52741,5.07342,17W100P100P0296Z,"Renewable energy",Hydro,,,,RTE
"SAINT ESTEVE",,,,,FR,141,Hydro,Reservoir,,,,43.69049,5.38489,17W100P100P0298V,"Renewable energy",Hydro,,,,RTE
"SAINT GUILLERME",,,,,FR,116,Hydro,Reservoir,,,,45.03048,6.07914,17W100P100P0299T,"Renewable energy",Hydro,,,,RTE
"SAINTE CROIX",,,,,FR,132.3,Hydro,Reservoir,,,,43.73687,6.13423,17W100P100P0297X,"Renewable energy",Hydro,,,,RTE
SARRANS,,,,,FR,183,Hydro,Reservoir,,,,44.82942,2.74042,17W100P100P02934,"Renewable energy",Hydro,,,,RTE
"SERRE PONCON",,,,,FR,384,Hydro,Reservoir,,,,44.47095,6.26967,17W100P100P02926,"Renewable energy",Hydro,,,,RTE
SISTERON,,,,,FR,240,Hydro,Reservoir,,2017,,44.17517,5.95215,17W100P100P02942,"Renewable energy",Hydro,,,,RTE
"ST ETIENNE CANTALES",,,,,FR,103.3,Hydro,Reservoir,,2016,,44.94516,2.21906,17W100P100P02950,"Renewable energy",Hydro,,,,RTE
VILLARODIN,,,,,FR,357,Hydro,Reservoir,,,,45.21466,6.71208,17W100P100P0300X,"Renewable energy",Hydro,,,,RTE
VOUGLANS,,,,,FR,285,Hydro,Reservoir,,,,46.39734,5.66556,17W100P100P0301V,"Renewable energy",Hydro,,,,RTE
"BELLEVILLE 1",,,,,FR,1310,Nuclear,"Steam turbine",,,,47.50879,2.87574,17W100P100P01857,Nuclear,,,,,RTE
"BELLEVILLE 2",,,,,FR,1310,Nuclear,"Steam turbine",,,,47.50879,2.87574,17W100P100P01865,Nuclear,,,,,RTE
"BLAYAIS 1",,,,,FR,910,Nuclear,"Steam turbine",,,,45.25742,-0.69065,17W100P100P01776,Nuclear,,,,,RTE
"BLAYAIS 2",,,,,FR,910,Nuclear,"Steam turbine",,,,45.25742,-0.69065,17W100P100P01784,Nuclear,,,,,RTE
"BLAYAIS 3",,,,,FR,910,Nuclear,"Steam turbine",,,,45.25742,-0.69065,17W100P100P01792,Nuclear,,,,,RTE
"BLAYAIS 4",,,,,FR,910,Nuclear,"Steam turbine",,,,45.25742,-0.69065,17W100P100P0180H,Nuclear,,,,,RTE
"BUGEY 2",,,,,FR,910,Nuclear,"Steam turbine",,,,45.80141,5.26614,17W100P100P0181F,Nuclear,,,,,RTE
"BUGEY 3",,,,,FR,910,Nuclear,"Steam turbine",,,,45.80141,5.26614,17W100P100P0182D,Nuclear,,,,,RTE
"BUGEY 4",,,,,FR,880,Nuclear,"Steam turbine",,,,45.80141,5.26614,17W100P100P0183B,Nuclear,,,,,RTE
"BUGEY 5",,,,,FR,880,Nuclear,"Steam turbine",,,,45.80141,5.26614,17W100P100P01849,Nuclear,,,,,RTE
"CATTENOM 1",,,,,FR,1300,Nuclear,"Steam turbine",,,,49.41579,6.2181,17W100P100P01873,Nuclear,,,,,RTE
"CATTENOM 2",,,,,FR,1300,Nuclear,"Steam turbine",,,,49.41579,6.2181,17W100P100P01881,Nuclear,,,,,RTE
"CATTENOM 3",,,,,FR,1300,Nuclear,"Steam turbine",,,,49.41579,6.2181,17W100B100P0189S,Nuclear,,,,,RTE
"CATTENOM 4",,,,,FR,1300,Nuclear,"Steam turbine",,,,49.41579,6.2181,17W100P100P0190E,Nuclear,,,,,RTE
"CHINON 1",,,,,FR,905,Nuclear,"Steam turbine",,,,47.22856,0.16824,17W100P100P0191C,Nuclear,,,,,RTE
"CHINON 2",,,,,FR,905,Nuclear,"Steam turbine",,,,47.22856,0.16824,17W100P100P0192A,Nuclear,,,,,RTE
"CHINON 3",,,,,FR,905,Nuclear,"Steam turbine",,,,47.22856,0.16824,17W100P100P01938,Nuclear,,,,,RTE
"CHINON 4",,,,,FR,905,Nuclear,"Steam turbine",,,,47.22856,0.16824,17W100P100P01946,Nuclear,,,,,RTE
"CHOOZ 1",,,,,FR,1500,Nuclear,"Steam turbine",,,,50.09136,4.79242,17W100P100P01954,Nuclear,,,,,RTE
"CHOOZ 2",,,,,FR,1500,Nuclear,"Steam turbine",,,,50.09136,4.79242,17W100P100P01962,Nuclear,,,,,RTE
"CIVAUX 1",,,,,FR,1495,Nuclear,"Steam turbine",,,,46.45614,0.6524,17W100P100P01970,Nuclear,,,,,RTE
"CIVAUX 2",,,,,FR,1495,Nuclear,"Steam turbine",,,,46.45614,0.6524,17W100P100P0198Z,Nuclear,,,,,RTE
"CRUAS 1",,,,,FR,915,Nuclear,"Steam turbine",,,,44.63251,4.75105,17W100P100P0199X,Nuclear,,,,,RTE
"CRUAS 2",,,,,FR,915,Nuclear,"Steam turbine",,,,44.63251,4.75105,17W100P100P02000,Nuclear,,,,,RTE
"CRUAS 3",,,,,FR,915,Nuclear,"Steam turbine",,,,44.63251,4.75105,17W100P100P0201Z,Nuclear,,,,,RTE
"CRUAS 4",,,,,FR,915,Nuclear,"Steam turbine",,,,44.63251,4.75105,17W100P100P0202X,Nuclear,,,,,RTE
"DAMPIERRE 1",,,,,FR,890,Nuclear,"Steam turbine",,,,47.73252,2.51772,17W100P100P0203V,Nuclear,,,,,RTE
"DAMPIERRE 2",,,,,FR,890,Nuclear,"Steam turbine",,,,47.73252,2.51772,17W100P100P0204T,Nuclear,,,,,RTE
"DAMPIERRE 3",,,,,FR,890,Nuclear,"Steam turbine",,,,47.73252,2.51772,17W100P100P0205R,Nuclear,,,,,RTE
"DAMPIERRE 4",,,,,FR,890,Nuclear,"Steam turbine",,,,47.73252,2.51772,17W100P100P0206P,Nuclear,,,,,RTE
"FESSENHEIM 1",,,,,FR,880,Nuclear,"Steam turbine",,,,47.90303,7.56308,17W100P100P0207N,Nuclear,,,,,RTE
"FESSENHEIM 2",,,,,FR,880,Nuclear,"Steam turbine",,,,47.90303,7.56308,17W100P100P0208L,Nuclear,,,,,RTE
"FLAMANVILLE 1",,,,,FR,1330,Nuclear,"Steam turbine",,,,49.53671,-1.88229,17W100P100P0209J,Nuclear,,,,,RTE
"FLAMANVILLE 2",,,,,FR,1330,Nuclear,"Steam turbine",,,,49.53671,-1.88229,17W100P100P0210Y,Nuclear,,,,,RTE
"GOLFECH 1",,,,,FR,1310,Nuclear,"Steam turbine",,,,44.10479,0.84606,17W100P100P0211W,Nuclear,,,,,RTE
"GOLFECH 2",,,,,FR,1310,Nuclear,"Steam turbine",,,,44.10479,0.84606,17W100P100P0212U,Nuclear,,,,,RTE
"GRAVELINES 1",,,,,FR,910,Nuclear,"Steam turbine",,,,51.01267,2.13956,17W100P100P0213S,Nuclear,,,,,RTE
"GRAVELINES 2",,,,,FR,910,Nuclear,"Steam turbine",,,,51.01267,2.13956,17W100P100P0214Q,Nuclear,,,,,RTE
"GRAVELINES 3",,,,,FR,910,Nuclear,"Steam turbine",,,,51.01267,2.13956,17W100P100P0215O,Nuclear,,,,,RTE
"GRAVELINES 4",,,,,FR,910,Nuclear,"Steam turbine",,,,51.01267,2.13956,17W100P100P0216M,Nuclear,,,,,RTE
"GRAVELINES 5",,,,,FR,910,Nuclear,"Steam turbine",,,,51.01267,2.13956,17W100P100P0217K,Nuclear,,,,,RTE
"GRAVELINES 6",,,,,FR,910,Nuclear,"Steam turbine",,,,51.01267,2.13956,17W100P100P0218I,Nuclear,,,,,RTE
"NOGENT 1",,,,,FR,1310,Nuclear,"Steam turbine",,,,48.5153,3.51776,17W100P100P0219G,Nuclear,,,,,RTE
"NOGENT 2",,,,,FR,1310,Nuclear,"Steam turbine",,,,48.5153,3.51776,17W100P100P0220V,Nuclear,,,,,RTE
"PALUEL 1",,,,,FR,1330,Nuclear,"Steam turbine",,,,49.85838,0.63449,17W100P100P0221T,Nuclear,,,,,RTE
"PALUEL 2",,,,,FR,1330,Nuclear,"Steam turbine",,,,49.85838,0.63449,17W100P100P0222R,Nuclear,,,,,RTE
"PALUEL 3",,,,,FR,1330,Nuclear,"Steam turbine",,,,49.85838,0.63449,17W100P100P0223P,Nuclear,,,,,RTE
"PALUEL 4",,,,,FR,1330,Nuclear,"Steam turbine",,,,49.85838,0.63449,17W100P100P0224N,Nuclear,,,,,RTE
"PENLY 1",,,,,FR,1330,Nuclear,"Steam turbine",,,,49.97599,1.21025,17W100P100P0225L,Nuclear,,,,,RTE
"PENLY 2",,,,,FR,1330,Nuclear,"Steam turbine",,,,49.97599,1.21025,17W100P100P0226J,Nuclear,,,,,RTE
"ST ALBAN 1",,,,,FR,1335,Nuclear,"Steam turbine",,,,45.40523,4.75527,17W100P100P0227H,Nuclear,,,,,RTE
"ST ALBAN 2",,,,,FR,1335,Nuclear,"Steam turbine",,,,45.40523,4.75527,17W100P100P0228F,Nuclear,,,,,RTE
"ST LAURENT 1",,,,,FR,915,Nuclear,"Steam turbine",,,,47.72006,1.58009,17W100P100P0229D,Nuclear,,,,,RTE
"ST LAURENT 2",,,,,FR,915,Nuclear,"Steam turbine",,,,47.72006,1.58009,17W100P100P0230S,Nuclear,,,,,RTE
"TRICASTIN 1",,,,,FR,915,Nuclear,"Steam turbine",,,,44.32906,4.72605,17W100P100P0231Q,Nuclear,,,,,RTE
"TRICASTIN 2",,,,,FR,915,Nuclear,"Steam turbine",,,,44.32906,4.72605,17W100P100P0232O,Nuclear,,,,,RTE
"TRICASTIN 3",,,,,FR,915,Nuclear,"Steam turbine",,,,44.32906,4.72605,17W100P100P0233M,Nuclear,,,,,RTE
"TRICASTIN 4",,,,,FR,915,Nuclear,"Steam turbine",,,,44.32906,4.72605,17W100P100P0234K,Nuclear,,,,,RTE
"Bełchatów B01","	PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,370,Lignite,,,,,51.26719,19.31765,19W000000000016F,"Fossil fuels",Lignite,,,,GPI
"Bełchatów B02","	PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,370,Lignite,,,,,51.26719,19.31765,19W000000000016F,"Fossil fuels",Lignite,,,,GPI
"Bełchatów B03","	PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,380,Lignite,,,,,51.26719,19.31765,19W000000000016F,"Fossil fuels",Lignite,,,,GPI
"Bełchatów B04","	PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,380,Lignite,,,,,51.26719,19.31765,19W000000000016F,"Fossil fuels",Lignite,,,,GPI
"Bełchatów B05","	PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,380,Lignite,,,,,51.26719,19.31765,19W000000000016F,"Fossil fuels",Lignite,,,,GPI
"Bełchatów B06","	PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,394,Lignite,,,,,51.26719,19.31765,19W000000000016F,"Fossil fuels",Lignite,,,,GPI
"Bełchatów B07","	PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,390,Lignite,,,,,51.26719,19.31765,19W000000000016F,"Fossil fuels",Lignite,,,,GPI
"Bełchatów B08","	PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,390,Lignite,,,,,51.26719,19.31765,19W000000000016F,"Fossil fuels",Lignite,,,,GPI
"Bełchatów B09","	PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,390,Lignite,,,,,51.26719,19.31765,19W000000000016F,"Fossil fuels",Lignite,,,,GPI
"Bełchatów B10","	PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,390,Lignite,,,,,51.26719,19.31765,19W000000000016F,"Fossil fuels",Lignite,,,,GPI
"Bełchatów B11","	PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,390,Lignite,,,,,51.26719,19.31765,19W000000000016F,"Fossil fuels",Lignite,,,,GPI
"Bełchatów B12","	PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,390,Lignite,,,,,51.26719,19.31765,19W000000000016F,"Fossil fuels",Lignite,,,,GPI
"Bełchatów B14","	PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,858,Lignite,,,,,51.26719,19.31765,19W000000000016F,"Fossil fuels",Lignite,,,,GPI
"Dolna Odra B1","PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,222,"Hard coal",,,,,53.20981,14.46696,19W000000000043C,"Fossil fuels","Hard coal",,,,GPI
"Dolna Odra B2","PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,232,"Hard coal",,,,,53.20981,14.46696,19W000000000043C,"Fossil fuels","Hard coal",,,,GPI
"Dolna Odra B5","PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,222,"Hard coal",,,,,53.20981,14.46696,19W000000000043C,"Fossil fuels","Hard coal",,,,GPI
"Dolna Odra B6","PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,222,"Hard coal",,,,,53.20981,14.46696,19W000000000043C,"Fossil fuels","Hard coal",,,,GPI
"Dolna Odra B7","PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,227,"Hard coal",,,,,53.20981,14.46696,19W000000000043C,"Fossil fuels","Hard coal",,,,GPI
"Dolna Odra B8","PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,232,"Hard coal",,,,,53.20981,14.46696,19W000000000043C,"Fossil fuels","Hard coal",,,,GPI
"Dychów H1","PGE Energia Odnawialna S.A.",,,,PL,28,Hydro,"Pumped storage",,,,51.56076,15.45145,19W000000000272Y,"Renewable energy",Hydro,,,,GPI
"Dychów H2","PGE Energia Odnawialna S.A.",,,,PL,29,Hydro,"Pumped storage",,,,51.56076,15.45145,19W000000000272Y,"Renewable energy",Hydro,,,,GPI
"Dychów H3","PGE Energia Odnawialna S.A.",,,,PL,28,Hydro,"Pumped storage",,,,51.56076,15.45145,19W000000000272Y,"Renewable energy",Hydro,,,,GPI
"EC Włocławek B01","PKN Orlen S.A.",,,,PL,485,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,GPI
"Jaworzno 3 B1","TAURON Wytwarzanie S.A.",,,,PL,225,"Hard coal",,,,,50.21356,19.2287,19W0000000000636,"Fossil fuels","Hard coal",,,,GPI
"Jaworzno 3 B2","TAURON Wytwarzanie S.A.",,,,PL,225,"Hard coal",,,,,50.21356,19.2287,19W0000000000636,"Fossil fuels","Hard coal",,,,GPI
"Jaworzno 3 B3","TAURON Wytwarzanie S.A.",,,,PL,225,"Hard coal",,,,,50.21356,19.2287,19W0000000000636,"Fossil fuels","Hard coal",,,,GPI
"Jaworzno 3 B4","TAURON Wytwarzanie S.A.",,,,PL,225,"Hard coal",,,,,50.21356,19.2287,19W0000000000636,"Fossil fuels","Hard coal",,,,GPI
"Jaworzno 3 B5","TAURON Wytwarzanie S.A.",,,,PL,220,"Hard coal",,,,,50.21356,19.2287,19W0000000000636,"Fossil fuels","Hard coal",,,,GPI
"Jaworzno 3 B6","TAURON Wytwarzanie S.A.",,,,PL,225,"Hard coal",,,,,50.21356,19.2287,19W0000000000636,"Fossil fuels","Hard coal",,,,GPI
"Karolin B2","Veolia Energia Poznań ZEC S.A.",,,,PL,100,"Hard coal",,,,,,,,"Fossil fuels","Hard coal",,,,GPI
"Karolin B3","Veolia Energia Poznań ZEC S.A.",,,,PL,112,"Hard coal",,,,,,,,"Fossil fuels","Hard coal",,,,GPI
"Kozienice 1 B1","ENEA Wytwarzanie Sp. z o.o.",,,,PL,228,"Hard coal",,,,,51.66506,21.46532,19W000000000095U,"Fossil fuels","Hard coal",,,,GPI
"Kozienice 1 B2","ENEA Wytwarzanie Sp. z o.o.",,,,PL,228,"Hard coal",,,,,51.66506,21.46532,19W000000000095U,"Fossil fuels","Hard coal",,,,GPI
"Kozienice 1 B3","ENEA Wytwarzanie Sp. z o.o.",,,,PL,225,"Hard coal",,,,,51.66506,21.46532,19W000000000095U,"Fossil fuels","Hard coal",,,,GPI
"Kozienice 1 B4","ENEA Wytwarzanie Sp. z o.o.",,,,PL,228,"Hard coal",,,,,51.66506,21.46532,19W000000000095U,"Fossil fuels","Hard coal",,,,GPI
"Kozienice 1 B5","ENEA Wytwarzanie Sp. z o.o.",,,,PL,228,"Hard coal",,,,,51.66506,21.46532,19W000000000095U,"Fossil fuels","Hard coal",,,,GPI
"Kozienice 1 B6","ENEA Wytwarzanie Sp. z o.o.",,,,PL,228,"Hard coal",,,,,51.66506,21.46532,19W000000000095U,"Fossil fuels","Hard coal",,,,GPI
"Kozienice 1 B7","ENEA Wytwarzanie Sp. z o.o.",,,,PL,228,"Hard coal",,,,,51.66506,21.46532,19W000000000095U,"Fossil fuels","Hard coal",,,,GPI
"Kozienice 1 B8","ENEA Wytwarzanie Sp. z o.o.",,,,PL,228,"Hard coal",,,,,51.66506,21.46532,19W000000000095U,"Fossil fuels","Hard coal",,,,GPI
"Kozienice 2 B09","ENEA Wytwarzanie Sp. z o.o.",,,,PL,560,"Hard coal",,,,,51.66256,21.45766,19W000000000104I,"Fossil fuels","Hard coal",,,,GPI
"Kozienice 2 B10","ENEA Wytwarzanie Sp. z o.o.",,,,PL,560,"Hard coal",,,,,51.66256,21.45766,19W000000000104I,"Fossil fuels","Hard coal",,,,GPI
"Kozienice 2 B11","ENEA Wytwarzanie Sp. z o.o.",,,,PL,1075,"Hard coal",,,,,,,,"Fossil fuels","Hard coal",,,,GPI
"Łagisza B10","TAURON Wytwarzanie S.A.",,,,PL,460,"Hard coal",,,,,50.34965,19.14101,19W000000000111L,"Fossil fuels","Hard coal",,,,GPI
"Łagisza B6","TAURON Wytwarzanie S.A.",,,,PL,120,"Hard coal",,,,,50.34965,19.14101,19W000000000111L,"Fossil fuels","Hard coal",,,,GPI
"Łagisza B7","TAURON Wytwarzanie S.A.",,,,PL,120,"Hard coal",,,,,50.34965,19.14101,19W000000000111L,"Fossil fuels","Hard coal",,,,GPI
"Łaziska 2 B1","TAURON Wytwarzanie S.A.",,,,PL,125,"Hard coal",,,,,50.13236,18.84039,19W000000000116B,"Fossil fuels","Hard coal",,,,GPI
"Łaziska 2 B2","TAURON Wytwarzanie S.A.",,,,PL,125,"Hard coal",,,,,50.13236,18.84039,19W000000000116B,"Fossil fuels","Hard coal",,,,GPI
"Łaziska 3 B09","TAURON Wytwarzanie S.A.",,,,PL,230,"Hard coal",,,,,50.13236,18.84039,19W0000000001195,"Fossil fuels","Hard coal",,,,GPI
"Łaziska 3 B10","TAURON Wytwarzanie S.A.",,,,PL,225,"Hard coal",,,,,50.13236,18.84039,19W0000000001195,"Fossil fuels","Hard coal",,,,GPI
"Łaziska 3 B11","TAURON Wytwarzanie S.A.",,,,PL,225,"Hard coal",,,,,50.13236,18.84039,19W0000000001195,"Fossil fuels","Hard coal",,,,GPI
"Łaziska 3 B12","TAURON Wytwarzanie S.A.",,,,PL,225,"Hard coal",,,,,50.13236,18.84039,19W0000000001195,"Fossil fuels","Hard coal",,,,GPI
"Opole B1","PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,386,"Hard coal",,,,,50.75066,17.88729,19W0000000001292,"Fossil fuels","Hard coal",,,,GPI
"Opole B2","PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,383,"Hard coal",,,,,50.75066,17.88729,19W0000000001292,"Fossil fuels","Hard coal",,,,GPI
"Opole B3","PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,383,"Hard coal",,,,,50.75066,17.88729,19W0000000001292,"Fossil fuels","Hard coal",,,,GPI
"Opole B4","PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,380,"Hard coal",,,,,50.75066,17.88729,19W0000000001292,"Fossil fuels","Hard coal",,,,GPI
"Ostrołęka B B01","	ENERGA Elektrownie Ostrołęka S.A.",,,,PL,230,"Hard coal",,,,,53.10462,21.61312,19W0000000001349,"Fossil fuels","Hard coal",,,,GPI
"Ostrołęka B B02","	ENERGA Elektrownie Ostrołęka S.A.",,,,PL,230,"Hard coal",,,,,53.10462,21.61312,19W0000000001349,"Fossil fuels","Hard coal",,,,GPI
"Ostrołęka B B03","	ENERGA Elektrownie Ostrołęka S.A.",,,,PL,230,"Hard coal",,,,,53.10462,21.61312,19W0000000001349,"Fossil fuels","Hard coal",,,,GPI
"Pątnów 1 B1","	Zespół Elektrowni Pątnów-Adamów-Konin S.A.",,,,PL,222,Lignite,,,,,52.3024,18.23807,19W000000000142A,"Fossil fuels",Lignite,,,,GPI
"Pątnów 1 B2","	Zespół Elektrowni Pątnów-Adamów-Konin S.A.",,,,PL,222,Lignite,,,,,52.3024,18.23807,19W000000000142A,"Fossil fuels",Lignite,,,,GPI
"Pątnów 1 B3","	Zespół Elektrowni Pątnów-Adamów-Konin S.A.",,,,PL,200,Lignite,,,,,52.3024,18.23807,19W000000000142A,"Fossil fuels",Lignite,,,,GPI
"Pątnów 1 B4","	Zespół Elektrowni Pątnów-Adamów-Konin S.A.",,,,PL,200,Lignite,,,,,52.3024,18.23807,19W000000000142A,"Fossil fuels",Lignite,,,,GPI
"Pątnów 1 B5","	Zespół Elektrowni Pątnów-Adamów-Konin S.A.",,,,PL,200,Lignite,,,,,52.3024,18.23807,19W000000000142A,"Fossil fuels",Lignite,,,,GPI
"Pątnów 1 B6","	Zespół Elektrowni Pątnów-Adamów-Konin S.A.",,,,PL,200,Lignite,,,,,52.3024,18.23807,19W000000000142A,"Fossil fuels",Lignite,,,,GPI
"Pątnów 2 B9","Elektrownia Pątnów II Sp. z o.o.",,,,PL,474,Lignite,,,,,52.3024,18.23807,19W000000000149X,"Fossil fuels",Lignite,,,,GPI
"Połaniec B1","ENEA Elektrownia Połaniec S.A.",,,,PL,225,"Hard coal",,,,,50.43534,21.33674,19W0000000001519,"Fossil fuels","Hard coal",,,,GPI
"Połaniec B2","ENEA Elektrownia Połaniec S.A.",,,,PL,242,"Hard coal",,,,,50.43534,21.33674,19W0000000001519,"Fossil fuels","Hard coal",,,,GPI
"Połaniec B3","ENEA Elektrownia Połaniec S.A.",,,,PL,242,"Hard coal",,,,,50.43534,21.33674,19W0000000001519,"Fossil fuels","Hard coal",,,,GPI
"Połaniec B4","ENEA Elektrownia Połaniec S.A.",,,,PL,242,"Hard coal",,,,,50.43534,21.33674,19W0000000001519,"Fossil fuels","Hard coal",,,,GPI
"Połaniec B5","ENEA Elektrownia Połaniec S.A.",,,,PL,225,"Hard coal",,,,,50.43534,21.33674,19W0000000001519,"Fossil fuels","Hard coal",,,,GPI
"Połaniec B6","ENEA Elektrownia Połaniec S.A.",,,,PL,242,"Hard coal",,,,,50.43534,21.33674,19W0000000001519,"Fossil fuels","Hard coal",,,,GPI
"Połaniec B7","ENEA Elektrownia Połaniec S.A.",,,,PL,239,"Hard coal",,,,,50.43534,21.33674,19W0000000001519,"Fossil fuels","Hard coal",,,,GPI
"Porąbka Żar H1","PGE Energia Odnawialna S.A.",,,,PL,135,Hydro,"Pumped storage",,,,49.77957,19.212,19W000000000247X,"Renewable energy",Hydro,,,,GPI
"Porąbka Żar H2","PGE Energia Odnawialna S.A.",,,,PL,135,Hydro,"Pumped storage",,,,49.77957,19.212,19W000000000247X,"Renewable energy",Hydro,,,,GPI
"Porąbka Żar H3","PGE Energia Odnawialna S.A.",,,,PL,135,Hydro,"Pumped storage",,,,49.77957,19.212,19W000000000247X,"Renewable energy",Hydro,,,,GPI
"Porąbka Żar H4","PGE Energia Odnawialna S.A.",,,,PL,135,Hydro,"Pumped storage",,,,49.77957,19.212,19W000000000247X,"Renewable energy",Hydro,,,,GPI
"Rybnik B1"," PGE Energia Ciepła S.A.",,,,PL,225,"Hard coal",,,,,50.1317,18.52045,19W0000000001713,"Fossil fuels","Hard coal",,,,GPI
"Rybnik B2"," PGE Energia Ciepła S.A.",,,,PL,225,"Hard coal",,,,,50.1317,18.52045,19W0000000001713,"Fossil fuels","Hard coal",,,,GPI
"Rybnik B3"," PGE Energia Ciepła S.A.",,,,PL,225,"Hard coal",,,,,50.1317,18.52045,19W0000000001713,"Fossil fuels","Hard coal",,,,GPI
"Rybnik B4"," PGE Energia Ciepła S.A.",,,,PL,225,"Hard coal",,,,,50.1317,18.52045,19W0000000001713,"Fossil fuels","Hard coal",,,,GPI
"Rybnik B5"," PGE Energia Ciepła S.A.",,,,PL,215,"Hard coal",,,,,50.1317,18.52045,19W0000000001713,"Fossil fuels","Hard coal",,,,GPI
"Rybnik B6"," PGE Energia Ciepła S.A.",,,,PL,225,"Hard coal",,,,,50.1317,18.52045,19W0000000001713,"Fossil fuels","Hard coal",,,,GPI
"Rybnik B7"," PGE Energia Ciepła S.A.",,,,PL,225,"Hard coal",,,,,50.1317,18.52045,19W0000000001713,"Fossil fuels","Hard coal",,,,GPI
"Rybnik B8"," PGE Energia Ciepła S.A.",,,,PL,225,"Hard coal",,,,,50.1317,18.52045,19W0000000001713,"Fossil fuels","Hard coal",,,,GPI
"Siersza B1","TAURON Wytwarzanie S.A.",,,,PL,153,"Hard coal",,,,,50.20761,19.46145,19W0000000002361,"Fossil fuels","Hard coal",,,,GPI
"Siersza B2","TAURON Wytwarzanie S.A.",,,,PL,153,"Hard coal",,,,,50.20761,19.46145,19W0000000002361,"Fossil fuels","Hard coal",,,,GPI
"Siersza B3","TAURON Wytwarzanie S.A.",,,,PL,123,"Hard coal",,,,,50.20761,19.46145,19W0000000002361,"Fossil fuels","Hard coal",,,,GPI
"Siersza B6","TAURON Wytwarzanie S.A.",,,,PL,128,"Hard coal",,,,,50.20761,19.46145,19W0000000002361,"Fossil fuels","Hard coal",,,,GPI
"Solina H1","	PGE Energia Odnawialna S.A.",,,,PL,68,Hydro,"Pumped storage",,,,,,,"Renewable energy",Hydro,,,,GPI
"Solina H2","	PGE Energia Odnawialna S.A.",,,,PL,68,Hydro,"Pumped storage",,,,,,,"Renewable energy",Hydro,,,,GPI
"Solina H3","	PGE Energia Odnawialna S.A.",,,,PL,31,Hydro,"Pumped storage",,,,,,,"Renewable energy",Hydro,,,,GPI
"Solina H4","	PGE Energia Odnawialna S.A.",,,,PL,31,Hydro,"Pumped storage",,,,,,,"Renewable energy",Hydro,,,,GPI
"Stalowa Wola 3 B7","TAURON Wytwarzanie S.A.",,,,PL,125,"Hard coal",,,,,50.55071,22.07761,19W000000000193U,"Fossil fuels","Hard coal",,,,GPI
"Stalowa Wola 3 B8","TAURON Wytwarzanie S.A.",,,,PL,125,"Hard coal",,,,,50.55071,22.07761,19W000000000193U,"Fossil fuels","Hard coal",,,,GPI
"Turów B01","	PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,235,Lignite,,,,,50.94818,14.91255,19W000000000199I,"Fossil fuels",Lignite,,,,GPI
"Turów B02","	PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,235,Lignite,,,,,50.94818,14.91255,19W000000000199I,"Fossil fuels",Lignite,,,,GPI
"Turów B03","	PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,235,Lignite,,,,,50.94818,14.91255,19W000000000199I,"Fossil fuels",Lignite,,,,GPI
"Turów B04","	PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,261,Lignite,,,,,50.94818,14.91255,19W000000000199I,"Fossil fuels",Lignite,,,,GPI
